customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,debt_to_income,avg_monthly_transactions,spending_to_income
1017,41.0,Male,East,Post-Graduate,Unemployed,870659.0208921763,298984.8640547235,Other,613.4042718238935,6,261,1.18,2020-08-10,0,0.34340063891872347,43.5,1.3552952093585817e-06
1018,20.0,Female,West,Secondary,Salaried,621334.0956633048,357839.4715283225,Business,658.8298783946301,4,232,0.85,2023-09-01,0,0.5759211896239352,38.666666666666664,1.3680240726087678e-06
1019,39.0,Male,West,Secondary,Self-Employed,362961.6064954336,164485.23376933052,Business,660.3685631176969,11,200,1.36,2024-10-01,1,0.45317529685167923,33.333333333333336,3.7469527786463284e-06
1020,70.0,Female,North,Post-Graduate,Salaried,930640.8792120356,231492.48520184413,Business,722.4791751488004,8,273,1.42,2018-04-19,0,0.2487452360762903,45.5,1.5258302442100973e-06
1021,19.0,Female,West,Primary,Salaried,859091.4319382326,351013.6009106531,Car,657.4405106967322,3,120,1.25,2024-04-17,0,0.4085870116510375,20.0,1.4550255694901089e-06
1022,41.0,Male,West,Graduate,,618169.950931286,122337.1420049142,Home,658.1980024505272,9,370,1.03,2020-03-25,0,0.19790211708060337,61.666666666666664,1.6662084568301702e-06
1023,61.0,Female,West,Post-Graduate,Salaried,411957.6551199953,193992.3313799908,Home,691.3077103766814,10,106,0.59,2025-04-15,0,0.4709035721729326,17.666666666666668,1.4321860333634153e-06
1024,47.0,Male,West,Post-Graduate,Unemployed,744507.6836698431,323985.6393548124,Business,719.4124050545214,5,204,1.48,2024-02-11,0,0.43516762346604065,34.0,1.9878908337181325e-06
1025,55.0,Male,East,Graduate,Unemployed,730776.5211469023,466264.90601094806,Other,571.3059369898737,4,110,0.56,2022-09-15,0,0.6380403482027284,18.333333333333332,7.663081445489237e-07
1026,19.0,Male,West,Secondary,Unemployed,931083.5707479456,800418.42897703,Education,549.8143552106543,0,267,0.46,2020-06-21,0,0.8596633579669423,44.5,4.940480258184332e-07
1027,38.0,Male,South,Secondary,Salaried,589066.1212848774,714492.2175879804,Business,785.6383703507049,4,233,0.77,2023-01-14,0,1.2129236290648022,38.833333333333336,1.3071537679343494e-06
1028,50.0,Female,North,Graduate,Self-Employed,998730.533716249,288336.8636829343,Other,706.3260350342526,12,378,0.27,2024-08-10,0,0.2887033628681009,63.0,2.703431915667356e-07
1029,29.0,Male,East,Post-Graduate,Salaried,564936.7491660581,210635.94839727803,Other,632.4490690936477,4,268,1.47,2021-02-13,0,0.3728487281243647,44.666666666666664,2.602061208037834e-06
1030,39.0,Female,West,Secondary,Unemployed,363542.05386439455,425730.2181393184,Car,651.5761549306504,8,145,0.96,2018-01-27,1,1.171061816958653,24.166666666666668,2.640684866565922e-06
1031,61.0,Female,East,Secondary,Self-Employed,416929.3111306797,204475.5194765532,Car,618.5950645336138,0,388,0.92,2019-10-16,0,0.49043210447841046,64.66666666666667,2.2066090712236855e-06
1032,42.0,Female,West,Primary,Self-Employed,684397.1152160962,183313.36740149025,Home,666.9024579553242,4,23,1.05,2022-09-28,0,0.2678464933967608,3.8333333333333335,1.5341969985780345e-06
1033,45.042290279580214,Female,South,Primary,Salaried,683621.372735317,230352.71894153388,Home,572.2530248476249,6,107,0.85,2021-10-25,1,0.3369595043815597,17.833333333333332,1.2433783288532453e-06
1034,44.0,Female,North,Graduate,Salaried,781965.285187694,216352.2942434724,Education,717.213358807194,10,170,0.24,2021-02-12,0,0.2766776202751017,28.333333333333332,3.069189956973514e-07
1035,59.0,Male,West,Secondary,Salaried,677406.4922203897,329824.2815696878,Education,664.0362718902801,5,195,1.0,2019-09-29,0,0.4868927082298788,32.5,1.4762185061472022e-06
1036,45.0,Male,West,Post-Graduate,Self-Employed,944329.6290160824,198550.58619460816,Education,666.9301676826681,5,230,1.13,2020-05-31,0,0.2102555930618023,38.333333333333336,1.1966160599846597e-06
1037,33.0,Female,West,Graduate,Salaried,722957.3436651127,280004.5210558056,Education,578.4846093857183,11,278,0.74,2021-10-10,1,0.3873043458363553,46.333333333333336,1.0235735295923376e-06
1038,32.0,Female,West,Primary,Salaried,200930.933782146,595690.6249983313,Other,691.9413677418108,6,110,1.18,2019-02-23,1,2.9646536438445708,18.333333333333332,5.872664690243183e-06
1039,64.0,Male,North,Graduate,Self-Employed,669725.8278835515,285235.47809611115,Other,580.3222685483167,5,278,0.5,2019-01-15,0,0.4258988771532139,46.333333333333336,7.46574163908365e-07
1040,68.0,Female,North,Secondary,Salaried,198305.3280583797,572845.3958736049,Home,594.6279312072971,4,210,0.49,2022-04-06,1,2.8887040075139243,35.0,2.4709371391965193e-06
1041,61.0,Male,South,Graduate,Salaried,767847.7452494245,489445.4529539724,Car,657.0097538753402,9,100,0.41,2019-02-01,0,0.6374251353632392,16.666666666666668,5.339600233726249e-07
1042,69.0,Female,North,Graduate,Salaried,964298.249746229,360778.7318925108,Car,850.0,4,157,0.68,2022-01-10,0,0.3741360434776851,26.166666666666668,7.051760180825313e-07
1043,20.0,Male,West,Graduate,Salaried,453443.8784293702,224790.3805707528,Business,663.7172906683847,8,369,1.3,2021-11-09,0,0.4957402476120688,61.5,2.8669479550653855e-06
1044,54.0,Male,South,Graduate,Salaried,722684.5303070254,451465.38790792506,Other,444.4959296265945,7,145,1.28,2024-10-08,1,0.6247060355866818,24.166666666666668,1.7711739304232852e-06
1045,68.0,Male,South,Secondary,Salaried,910707.8111821078,236809.7939400802,Education,598.5998893311399,11,388,0.7,2020-12-19,1,0.2600282890213698,64.66666666666667,7.686329154148717e-07
1046,24.0,Female,South,Primary,Salaried,1001620.0388537636,268067.78925429535,Education,704.6983289776459,9,375,0.97,2018-06-27,0,0.2676342114331772,62.5,9.684311039843522e-07
1047,38.0,Female,West,Graduate,Salaried,747390.9641086578,316506.5884960243,Business,559.7231244012701,3,328,1.14,2023-02-25,0,0.42348195749662515,54.666666666666664,1.525306104495884e-06
1048,44.533241047506884,Male,East,Primary,Self-Employed,451808.7060620448,267618.1055098138,Car,716.4881952916528,3,362,0.51,2024-01-06,0,0.5923261369670532,60.333333333333336,1.1287963094937886e-06
1049,56.0,Female,West,Secondary,Salaried,895203.8569535344,187187.5137588108,Education,662.7056459812023,9,249,0.42,2019-05-27,0,0.20910043260518119,41.5,4.6916687940699983e-07
1050,35.0,Male,North,Primary,Salaried,2175399.09323166,125047.69987681428,Car,729.3061754072621,4,364,1.46,2022-03-31,0,0.05748264778903163,60.666666666666664,6.711412193479863e-07
1051,21.0,Female,North,Graduate,Unemployed,729471.1265258387,433465.0569560612,Business,605.2916712599202,12,329,1.0,2018-11-19,0,0.5942182509957197,54.833333333333336,1.370856177354922e-06
1052,42.0,Male,West,Primary,Salaried,657162.2517990953,356885.7792191298,Car,599.0572868053828,12,39,1.48,2024-03-11,1,0.543071027348411,6.5,2.2521074452286995e-06
1053,31.0,Male,West,Graduate,Salaried,981173.964199224,113515.48107646588,Car,695.1988126627609,2,388,0.64,2021-04-15,0,0.1156935316451354,64.66666666666667,6.522798436894216e-07
1054,67.0,Female,South,Post-Graduate,,882581.7514808322,184721.8252648721,Car,649.3977300022273,7,68,1.11,2025-01-18,0,0.20929712738218095,11.333333333333334,1.2576738620956032e-06
1055,26.0,Other,West,Primary,,679858.5504219073,293470.59171284275,Education,644.5581750570981,6,154,0.49,2024-12-08,0,0.43166419180978227,25.666666666666668,7.207381589830933e-07
1056,43.0,Female,South,Primary,Self-Employed,212098.20161496176,334799.18281540764,Home,775.517589515925,4,48,0.54,2022-01-21,0,1.5785102384941219,8.0,2.5459904699253593e-06
1057,70.0,Female,North,Secondary,Self-Employed,2164772.5334707987,125589.4045169646,Other,698.3312741649428,9,67,0.87,2024-06-22,0,0.058015058199027504,11.166666666666666,4.018897997588326e-07
1058,19.0,Female,South,Post-Graduate,Self-Employed,876055.5723711043,256627.44113319923,Car,490.8061626643418,2,288,0.62,2020-02-27,0,0.2929351164773937,48.0,7.077176603328115e-07
1059,37.0,Male,West,Secondary,Salaried,770027.565261646,351451.604380971,Car,713.9254498013111,4,22,0.42,2018-10-12,0,0.45641431584537107,3.6666666666666665,5.454350194038691e-07
1060,45.0,Other,North,Secondary,Self-Employed,723044.7229603532,225087.41099425236,Car,705.9175040332098,2,277,0.54,2018-07-07,0,0.31130496336752134,46.166666666666664,7.468417690527975e-07
1061,64.0,Female,East,Primary,Salaried,248353.00688277773,304953.5729653478,Home,744.7929029778745,9,35,0.25,2020-07-22,1,1.227903687549414,5.833333333333333,1.0066316616734166e-06
1062,24.0,Female,South,Graduate,Unemployed,748877.2875393642,210286.05700168412,Business,574.8241264341193,4,113,1.12,2021-03-31,0,0.2808017555087496,18.833333333333332,1.4955721299547734e-06
1063,61.0,Female,North,Secondary,Salaried,435735.708071056,422776.1728775078,Education,900.0,0,377,0.84,2018-11-23,0,0.9702582667578052,62.833333333333336,1.927774071394259e-06
1064,25.0,Female,South,Graduate,Salaried,459800.88479060575,179936.11371507795,Home,658.9304016994545,5,153,0.32,2020-08-11,0,0.39133485747210167,25.5,6.959534237210714e-07
1065,64.0,Female,North,Post-Graduate,Salaried,868151.9321956635,151593.95556508185,Car,573.3894522016197,9,320,0.42,2019-02-18,1,0.17461684981991807,53.333333333333336,4.837862871971823e-07
1066,52.0,Male,North,Secondary,Self-Employed,1000559.6951039184,272246.56728552456,Home,725.7413254325264,3,346,0.33,2022-04-06,0,0.2720942774506312,57.666666666666664,3.298154039332217e-07
1067,31.0,Female,South,Graduate,Salaried,512324.49324092537,131037.26322788998,Home,630.6763200552494,3,152,1.0,2021-02-12,0,0.25577005385582546,25.333333333333332,1.951887940539553e-06
1068,34.0,Male,East,Primary,Unemployed,688809.9230969566,93661.67870486612,Home,658.192352639982,7,331,0.32,2023-02-01,0,0.1359760879804897,55.166666666666664,4.6456938158098653e-07
1069,53.0,Other,North,Post-Graduate,Self-Employed,681438.3335039099,461329.422412892,Business,590.5712971946019,1,51,1.18,2025-02-16,0,0.6769936467189441,8.5,1.7316313773140992e-06
1070,67.0,Female,North,Graduate,Salaried,658948.9738258708,164043.63840056732,Other,533.1531623360484,3,324,0.23,2022-02-03,0,0.24894740703233317,54.0,3.490406831725004e-07
1071,57.0,Male,North,Post-Graduate,Self-Employed,710149.6190390746,137747.035885093,Education,630.5947054375084,1,288,0.52,2019-10-29,0,0.19396903440078272,48.0,7.322400604870112e-07
1072,21.0,Female,East,Primary,Self-Employed,889124.7319600391,178817.4284502516,Business,668.5530546049957,0,44,1.36,2022-02-25,0,0.20111624614923926,7.333333333333333,1.529594162791913e-06
1073,19.0,Female,East,Primary,Self-Employed,531518.9133176012,174848.416181442,Business,607.2643258224871,9,335,1.13,2021-12-26,0,0.32895991431440175,55.833333333333336,2.1259826728400634e-06
1074,23.0,Female,West,Secondary,,318680.61637098336,249932.0273856889,Other,404.84345049934177,12,78,0.29,2020-05-08,1,0.7842711936227001,13.0,9.100020054636909e-07
1075,59.0,Female,South,Secondary,Salaried,1122502.48340094,155322.15108994412,Business,680.6919315935016,12,232,1.27,2020-12-29,0,0.1383713206757027,38.666666666666664,1.131400614947572e-06
1076,21.0,Male,East,Secondary,Salaried,972355.4811225126,344239.55373292224,Home,680.3184552417621,2,175,0.84,2025-04-08,0,0.35402644445992437,29.166666666666668,8.638815909489007e-07
1077,46.0,Female,South,Secondary,Salaried,424090.5321876505,370688.38853817777,Home,704.9733822832773,11,333,1.3,2018-10-20,0,0.8740784346823298,55.5,3.0653832173380834e-06
1078,35.0,Female,West,Primary,Unemployed,733908.0021939883,141846.99769924794,Car,619.5606051559378,7,295,0.98,2024-10-31,0,0.19327626524741803,49.166666666666664,1.335317229230816e-06
1079,43.0,Male,South,Secondary,Salaried,952675.5411465276,196998.5581239956,Business,615.1958614094474,5,229,1.09,2025-02-13,0,0.20678452381270485,38.166666666666664,1.1441460947850146e-06
1080,61.0,Female,East,Graduate,Self-Employed,887260.9861315098,206585.85753914385,Car,657.615628472598,11,76,1.49,2019-12-02,0,0.23283550248260743,12.666666666666666,1.6793255009402073e-06
1081,51.0,Male,South,Secondary,Salaried,815503.3274823212,247087.13318075315,Education,523.9676251342627,6,204,0.5,2023-12-28,1,0.30298727773874057,34.0,6.131182830898249e-07
1082,27.0,Male,East,Primary,Salaried,657443.2771020641,461086.8774177003,Home,630.2305765065888,1,73,1.01,2020-09-29,0,0.7013333217887927,12.166666666666666,1.5362542065255671e-06
1083,53.0,Female,South,Secondary,Self-Employed,1131825.9812654897,474566.3447053624,Education,661.3841476905444,5,228,0.8,2019-11-01,0,0.41929267622461874,38.0,7.068224384684326e-07
1084,31.0,Female,East,Primary,Unemployed,755214.718114865,936058.9114691368,Other,698.4817464011393,7,387,0.25,2023-03-09,0,1.2394606315481873,64.5,3.3103168410705685e-07
1085,48.0,Male,East,Post-Graduate,Salaried,571260.1851698274,86276.5432541298,Home,663.5813745923455,7,361,0.22,2022-04-04,0,0.1510284551486483,60.166666666666664,3.8511348368274113e-07
1086,65.0,Female,South,Primary,Salaried,917768.9322113988,169033.4897415015,Education,576.2405889230753,3,312,0.35,2021-01-10,0,0.18417870098763195,52.0,3.813596077573271e-07
1087,32.0,Male,West,Graduate,Salaried,724014.6604878551,664642.5062741718,Other,743.4091158416684,5,359,1.04,2025-03-06,0,0.9179959226603543,59.833333333333336,1.4364350016051165e-06
1088,45.88644507472249,Male,North,Post-Graduate,Salaried,787449.4318134056,109059.60439991223,Education,650.1525929821526,4,323,0.94,2024-03-31,0,0.1384972799443902,53.833333333333336,1.1937274471521149e-06
1089,31.0,Male,West,Graduate,Salaried,750787.3003978019,657126.9674112782,Other,516.5597834806908,8,271,0.92,2020-06-18,1,0.8752505097823337,45.166666666666664,1.225380343424218e-06
1090,40.0,Male,South,Graduate,Salaried,824193.8934417274,288853.707518168,Other,666.7341320618715,7,393,0.24,2021-08-21,0,0.3504681481100912,65.5,2.9119361585875253e-07
1091,57.0,Male,West,Graduate,Salaried,455385.9366501983,294215.09265935945,Home,688.0221496977172,1,323,0.81,2018-08-18,0,0.6460785654111203,53.833333333333336,1.7787110554145114e-06
1092,45.142715239575516,Female,East,Post-Graduate,Self-Employed,337223.4032074979,141506.5106885694,Car,806.8595162718492,11,131,1.4,2020-07-27,1,0.41962245011061294,21.833333333333332,4.151550534998195e-06
1093,33.0,Female,North,Graduate,Salaried,1058533.180808396,214147.089069055,Other,658.176646634519,12,385,0.72,2018-05-12,0,0.2023055044013944,64.16666666666667,6.801865194722945e-07
1094,42.678631241291825,Male,South,Graduate,,762396.1404472924,642863.8120008411,Other,531.4379542387902,6,25,1.01,2021-07-16,1,0.8432149349860002,4.166666666666667,1.3247706099449038e-06
1095,35.0,Female,South,Graduate,Salaried,892711.8193521447,262015.3666552921,Home,534.2478967353314,6,210,1.21,2022-07-02,1,0.2935049822074058,35.0,1.3554206114108765e-06
1096,64.0,Female,South,Secondary,Self-Employed,260060.19495559344,214861.83785033392,Car,750.6967566558613,10,353,1.22,2021-01-01,1,0.8262004028991159,58.833333333333336,4.691221585096177e-06
1097,70.0,Male,North,Graduate,Unemployed,966670.7771786256,328686.470505662,Business,585.7757589320688,11,298,0.88,2018-09-29,1,0.34001904088275325,49.666666666666664,9.1034095658546e-07
1098,44.82778907353795,Female,East,Secondary,Salaried,569628.5886610581,243748.2476847644,Business,526.0335148683872,0,359,1.32,2020-05-14,0,0.4279073286291818,59.833333333333336,2.317299423300943e-06
1099,43.0,Other,South,Secondary,Self-Employed,498445.4582977389,318881.7345386376,Car,730.0408694206747,0,32,0.71,2024-05-12,0,0.63975251299844,5.333333333333333,1.4244286675311466e-06
1100,45.36823803869184,Male,West,Primary,Salaried,684156.7080920034,175453.50077275265,Education,611.9411350228263,11,322,1.36,2021-07-12,0,0.2564522114561481,53.666666666666664,1.9878486667079662e-06
1101,62.0,Male,South,Primary,Salaried,1822019.7894574755,258182.93826912768,Home,725.7611171327686,3,63,0.51,2020-05-20,0,0.1417015005890821,10.5,2.7990914420960136e-07
1102,58.0,Female,South,Secondary,Salaried,723092.996211986,194748.03372563535,Car,576.8224395736471,4,124,0.56,2025-05-08,0,0.26932640026365556,20.666666666666668,7.744508699899332e-07
1103,46.0,Female,South,Primary,Salaried,665915.4132463784,108881.63782091612,Business,767.9049866932704,3,179,0.27,2023-08-07,0,0.16350670919315632,29.833333333333332,4.054569013258508e-07
1104,32.0,Male,South,Graduate,Self-Employed,722859.5650110353,341457.6346460085,Other,719.765096554662,6,173,1.23,2022-06-09,0,0.4723706390200367,28.833333333333332,1.7015753260195466e-06
1105,62.0,Female,East,Secondary,,1078336.1255348674,144800.69797945253,Business,592.1851706718923,2,261,0.74,2025-03-18,0,0.13428159787156316,43.5,6.862424270845524e-07
1106,18.0,Female,West,Graduate,Salaried,4281515.792841584,247120.0512416929,Other,670.0200676590052,6,200,0.5,2023-02-23,1,0.05771788852323318,33.333333333333336,1.1678107104870836e-07
1107,42.0,Female,East,Primary,Self-Employed,150000.0,426357.77615931525,Home,834.4131087003313,12,33,0.5,2019-08-09,1,2.842385174395435,5.5,3.3333333333333333e-06
1108,24.0,Female,West,Secondary,Salaried,466208.29253917874,126892.21086672368,Other,633.1833838405483,7,199,1.37,2020-12-20,0,0.27217922310135667,33.166666666666664,2.938600668251454e-06
1109,26.0,Female,South,Graduate,Salaried,722825.1825660673,363066.774628611,Car,900.0,5,396,1.28,2019-07-26,1,0.5022884971158654,66.0,1.7708292833073869e-06
1110,41.0,Male,North,Graduate,Salaried,401614.4313912423,230981.58587868945,Other,760.90466150636,5,311,0.92,2020-10-07,0,0.57513268404858,51.833333333333336,2.290754335726945e-06
1111,18.0,Male,East,Primary,Salaried,537620.4472740422,165501.9571710814,Education,725.6607882729952,7,283,1.0,2024-04-18,0,0.3078416343914088,47.166666666666664,1.8600483018650298e-06
1112,61.0,Female,North,Post-Graduate,Salaried,802640.4038067359,737824.775960092,Car,744.6237234650064,7,187,0.82,2024-01-17,0,0.919246990882544,31.166666666666668,1.0216281115564724e-06
1113,25.0,Female,East,Post-Graduate,Salaried,570016.6913768649,268262.65945335827,Home,642.1193377985815,6,233,0.71,2020-12-12,0,0.47062246336221264,38.833333333333336,1.2455775606938946e-06
1114,41.0,Male,South,Secondary,Salaried,576982.4822628385,201985.9774100522,Car,800.48437522589,5,169,1.39,2024-07-22,0,0.3500729807565276,28.166666666666668,2.40908527161627e-06
1115,28.0,Female,East,Secondary,Salaried,745441.1707999408,181660.26372702097,Education,545.1505455558911,5,35,0.36,2022-10-21,0,0.24369496996265905,5.833333333333333,4.829354939085001e-07
1116,68.0,Female,South,Post-Graduate,Self-Employed,272672.5886980473,416891.48296569,Home,605.8360382753983,9,110,0.74,2024-07-18,1,1.5289086627895265,18.333333333333332,2.7138774877714706e-06
1117,34.0,Male,East,Graduate,Salaried,490351.7117590341,197594.43219898792,Business,681.1903004571907,10,139,0.65,2022-06-24,0,0.40296470362091585,23.166666666666668,1.325579139243261e-06
1118,25.0,Female,South,Secondary,Unemployed,574110.8435456569,391702.94936192216,Education,743.448907538969,12,272,0.85,2022-01-22,0,0.6822775667200431,45.333333333333336,1.4805503319715692e-06
1119,52.0,Female,South,Graduate,Salaried,649399.5028421639,268004.77712795004,Home,702.8927216419863,12,79,0.79,2020-06-17,0,0.41269630782746136,13.166666666666666,1.2165084767427193e-06
1120,52.0,Female,West,Secondary,Self-Employed,719238.4975563863,468876.1932099675,Other,643.3707411322567,5,285,0.87,2019-07-21,0,0.6519064188068006,47.5,1.2096126708398203e-06
1121,50.0,Female,South,Secondary,Unemployed,1075162.4474332605,159329.5975606522,Car,611.9881706208416,7,50,0.38,2023-09-19,0,0.14819118537949347,8.333333333333334,3.5343496316038147e-07
1122,22.0,Male,West,Secondary,Self-Employed,927084.0402702736,170837.54940261476,Home,743.8808686687483,0,40,0.87,2023-07-15,0,0.18427407007547056,6.666666666666667,9.384262507057809e-07
1123,59.0,Female,South,Graduate,Salaried,507672.4938770163,233163.9989207612,Car,711.1516810621624,4,238,0.52,2019-01-08,0,0.4592803465480743,39.666666666666664,1.0242823991286991e-06
1124,56.0,Male,North,Graduate,Self-Employed,634667.735137133,243036.45976126776,Other,580.0380965847148,2,100,0.44,2018-07-12,0,0.382934953686837,16.666666666666668,6.932761437840053e-07
1125,58.0,Male,South,Graduate,Salaried,617640.2157269692,224744.9506698581,Home,656.378539466473,11,308,0.28,2019-03-26,1,0.3638768087750421,51.333333333333336,4.533383560046151e-07
1126,45.0,Female,North,Secondary,Salaried,571461.8708698141,1000209.6667259804,Business,606.3609476448388,7,50,1.19,2019-09-19,0,1.7502649217936015,8.333333333333334,2.082378651420291e-06
1127,24.0,Male,North,Secondary,Salaried,768128.9564552275,752851.6701429365,Education,596.09905075045,10,253,0.76,2025-01-14,1,0.9801110397103205,42.166666666666664,9.89417198262202e-07
1128,26.0,Male,South,Secondary,Salaried,235055.1117572729,311616.18630533695,Home,732.3872730037174,5,55,1.01,2019-10-18,0,1.3257154204207393,9.166666666666666,4.296864647823381e-06
1129,25.0,Female,North,Graduate,Salaried,920178.5970016208,330541.01718235906,Other,684.8585857774414,1,151,1.15,2022-09-26,0,0.3592139811330309,25.166666666666668,1.249757388127964e-06
1130,29.0,Male,West,Secondary,Unemployed,1123387.6976788389,238418.7618138197,Home,694.6229792322479,12,343,1.08,2024-09-08,0,0.21223195011521334,57.166666666666664,9.613778059271194e-07
1131,51.0,Male,East,Primary,,632539.8648320457,158750.20899228947,Car,665.3335709437421,6,365,0.81,2018-09-18,0,0.25097265456058077,60.833333333333336,1.2805517012197708e-06
1132,50.0,,South,Post-Graduate,Salaried,627658.8937205428,244987.8458993835,Home,669.1016572269883,6,151,0.7,2022-04-26,0,0.39032004222417865,25.166666666666668,1.115255446872814e-06
1133,65.0,Female,North,Primary,Unemployed,739261.0618021679,394572.7747863216,Business,523.4546067727752,12,28,0.69,2022-04-13,1,0.5337394259944296,4.666666666666667,9.33364457635467e-07
1134,40.0,Male,South,Post-Graduate,Salaried,954846.4942400524,515459.1731635699,Home,713.5346926147815,4,49,1.03,2024-09-06,0,0.5398345977840301,8.166666666666666,1.0787074217827663e-06
1135,41.0,Female,West,Primary,Unemployed,618926.5707956895,441465.0836911036,Education,604.9214815526846,7,134,0.84,2023-04-02,0,0.7132753779233584,22.333333333333332,1.3571884608542486e-06
1136,54.0,Female,South,Graduate,Salaried,933486.291525434,126135.60702460753,Home,647.3475733560006,4,320,1.3,2023-12-08,0,0.13512314874863998,53.333333333333336,1.3926289135704784e-06
1137,52.0,Female,South,Primary,Salaried,822123.6681133107,232207.387021149,Car,612.1461662291732,0,23,1.34,2020-10-26,0,0.28244824474405544,3.8333333333333335,1.629925097613553e-06
1138,61.0,Female,North,Post-Graduate,Self-Employed,1290402.8610011726,128742.06912080893,Home,661.669725212134,8,344,0.42,2024-03-16,0,0.09976889621968371,57.333333333333336,3.254797495366204e-07
1139,57.0,Other,West,Secondary,Self-Employed,617834.496209426,481384.5831087082,Business,695.8475141795196,3,256,0.38,2018-02-17,0,0.7791481150083507,42.666666666666664,6.150514455430994e-07
1140,39.0,Female,East,Primary,Self-Employed,205999.88806979157,218339.79099753516,Other,654.891772572562,12,42,1.02,2019-04-15,1,1.0599024739448544,7.0,4.951459001057466e-06
1141,44.43637140203847,Female,East,Secondary,Unemployed,341765.2198286215,262090.44738209352,Home,670.2199379395202,1,35,0.59,2024-01-09,0,0.7668727892016602,5.833333333333333,1.7263313109972282e-06
1142,52.0,Female,North,Primary,Self-Employed,702982.0593500392,341132.1213970565,Home,614.0797936996914,3,41,0.22,2020-12-28,0,0.4852643347860958,6.833333333333333,3.1295251005894355e-07
1143,18.0,Male,South,Primary,Self-Employed,956970.5235051878,1069893.811480119,Education,755.7167020700803,12,91,1.36,2025-03-10,0,1.1180008006529982,15.166666666666666,1.4211514007961264e-06
1144,52.0,Male,North,Post-Graduate,Unemployed,536872.7148948191,306857.1073657976,Business,655.1050575322008,8,323,0.49,2021-10-25,1,0.5715639831424759,53.833333333333336,9.126930581599735e-07
1145,54.0,Female,North,Secondary,Self-Employed,642266.8875311675,238199.6534653525,Other,569.7986984348756,1,249,1.41,2019-04-02,0,0.3708733208728487,41.5,2.195349047838896e-06
1146,64.0,Female,North,Graduate,Salaried,871210.6843328939,144275.35489082447,Car,621.2343825570551,3,126,1.13,2021-04-17,0,0.16560328917602685,21.0,1.2970456174619426e-06
1147,31.0,Female,South,Graduate,Unemployed,458691.8497803856,556442.8362253364,Home,575.948502798893,1,227,1.19,2022-11-16,0,1.213108182523305,37.833333333333336,2.594334302145881e-06
